Pengguna,Waktu,Ulasan
g*****z,"2025-10-26 15:00 | Variasi: SC-734,3 METER","Sejauh ini bagus dan cocok, semoga awet lama. Sangat bermanfaat sekali untuk anak kos yg bisa banyak ngecas barang. Terimakasih"
,"2025-12-29 18:31 | Variasi: SC-733,1.5 METER",jangan ragu beli disini okee bangettt barangnya🫰
,"2025-05-11 13:12 | Variasi: SC-734,1.5 METER",Real pict sesuai dengan gambar pengiriman cepat paking rapi terimakasih seller selalu pertahankan kualitas ny👍
,"2024-01-12 22:22 | Variasi: SC-734,10 METER",bagus guysss omgggg yh smoga 10 meter yh sesuaii dan kaliann
f*****i,"2024-07-21 10:12 | Variasi: SC-735,5 METER","Barang nya sudah sampai sesuai dengan pesanan 5 lubang 5 meter, cepet banget sampenya baru pesen kemarin pagi ini udah sampai. Barang belum di coba semoga awet dan tahan lama. Makasih seller dan kurir"
,"2025-05-25 19:04 | Variasi: SC-733,10 METER",
a*****e,"2025-03-24 16:34 | Variasi: SC-734,5 METER",Terima kasih produknya bagus dan sesuai dengan pesanan....
s*****3,"2025-12-11 19:08 | Variasi: SC-735,3 METER",Pesanan telah tiba dalam kondisi sempurna. Saya menghargai ketelitian seller dalam memastikan barang dikirim dengan baik. Terima kasih atas profesionalitas dan pelayanannya. Semoga usaha ini terus bertumbuh dan semakin dipercaya banyak orang.”
,"2025-04-03 18:16 | Variasi: SC-732,3 METER",Panjang 3 meter
r*****6,"2025-10-28 10:24 | Variasi: SC-733,1.5 METER","Berfungsi dgn baik Alhamdulillah,udh dicoba untuk ngecas hp stop kontaknya, memuaskan untuk penggunaan sehari-hari. Terimakasih."
,"2024-08-12 19:11 | Variasi: SC-733,5 METER, SC-732,5 METER",
,"2024-02-21 19:06 | Variasi: SC-733,5 METER",Thanks seller
,"2024-10-09 11:37 | Variasi: SC-735,5 METER","Produknya sangat berguna,aman dan memuaskan untuk penggunaan sehari-hari,harganya terjangkau"
,"2025-05-04 20:12 | Variasi: SC-735,10 METER","pesanan kedua kali nya di toko ini,sesuai pesanan kualitas bagus SNI  👍"
,"2024-04-18 00:12 | Variasi: SC-733,3 METER","Berfungsi dgn baik..
Smga awet..aamiin..

Tks 🙂"
r*****1,"2026-04-14 12:46 | Variasi: SC-734 HITAM,5 METER",
,"2024-07-04 17:50 | Variasi: SC-732,3 METER",Bagus sesuai harga lah
,"2025-06-20 08:32 | Variasi: SC-732,3 METER",
,"2025-11-16 06:54 | Variasi: SC-735,5 METER",Paket sudah saya terima Alhamdulillah sesuai ekspektasi.
m*****s,"2024-07-20 13:31 | Variasi: SC-735,5 METER",
,"2024-11-20 15:44 | Variasi: SC-734,5 METER, SC-733,3 METER",Respon penjual cepat dan responsif. Recommended seller deh
,"2026-02-26 23:15 | Variasi: SC-735 HITAM,3 METER","Kualitas produk baik, harga produk murah, packing rapih, pengiriman cepat terima kasih"
a*****i,"2025-12-10 15:30 | Variasi: SC-734,3 METER","Pengemasan dan pengiriman baik, dikemas rapih dan aman, menggunakan bubble wrap jadi produk tdk rusak atau patah. Untuk pertama penggunaan di stop kontak agar lebih di tekan lagi seperti nyolok casan karna masih keras selebihnya mudah tidak keras lagi"
,"2024-11-28 15:09 | Variasi: SC-734,5 METER, SC-735,3 METER",
,"2025-07-17 16:24 | Variasi: SC-735,5 METER, SC-734,5 METER, SC-734,3 METER, ...",Barang udah di terima dengan kondisi baik.barang sesuai pesanan.terima kasih
,"2023-07-14 23:58 | Variasi: SC-733,3 METER",
q*****a,"2026-01-13 16:45 | Variasi: SC-732,3 METER","Pesanan udah sampe y kk! Packing aman n barang gk ada yg rusak juga. Berfungsi dengan baik, panjang kabelnya sesuai pesanan, kondisi nya juga masih baru. Best lah 👍🏻"
,"2025-09-22 15:22 | Variasi: SC-735,3 METER",Baguss
,"2023-10-04 12:36 | Variasi: SC-735,10 METER",Barang bagus colokanpojok sempit agak susah dpke tp gpp sih yg ptg aman ok bs dipake dg baik
,"2025-05-08 19:22 | Variasi: SC-734,3 METER","Maaf lupa ngasih penilaian. Produkny bagus, bgt jg dgn proses dan pengirimanny. Terima kasih"
s*****t,"2025-08-14 00:18 | Variasi: SC-733,1.5 METER",Barangnya bagus oke dan berfungsi dengan baik. Tidak ada masalah sama sekali. Colokannya kenceng ga oblak atau kendor. Pengiriman juga cepat
a*****3,"2026-01-11 03:16 | Variasi: SC-735,10 METER","Pengiriman standar, packingnya aman. Kualitas oke. Ternyata aku beli kepanjangan, jadi aku mau beli lagi yg kurang lebih pendek.. semuanya aku suka.. makasih ya"
p*****0,"2026-03-01 19:14 | Variasi: SC-735,5 METER",
,"2025-11-19 08:30 | Variasi: SC-733,5 METER",Kalo awet ballik ambil lagi
,"2026-02-22 11:54 | Variasi: SC-735 HITAM,5 METER","Kualitas produk baik, harga produk murah, packing rapih, pengiriman cepat terima kasih"
,"2026-01-09 18:31 | Variasi: SC-733,1.5 METER","Stop kontak berfungsi dengan baik,semoga awet,good seller."
,"2023-08-10 06:00 | Variasi: SC-733,5 METER",
,"2024-06-19 10:42 | Variasi: SC-735,10 METER","pls ini murah bgt, pengiriman nya cepat, terima kasih kak"
,"2025-04-30 18:32 | Variasi: SC-734,1.5 METER",
b*****1,"2026-02-21 19:25 | Variasi: SC-733,10 METER",Baguss
,"2023-08-15 10:09 | Variasi: SC-734,5 METER",mantull🤙
,"2025-05-17 15:26 | Variasi: SC-732,1.5 METER",Untung2 an ajah beli barang murah ga usah berharap byk
e*****4,"2023-12-04 04:20 | Variasi: SC-734,3 METER",Kualitas baik harga lumayan murah pengiriman cepat
k*****i,"2025-06-23 08:29 | Variasi: SC-733,10 METER",
,"2024-12-05 10:26 | Variasi: SC-734,1.5 METER","Udah dipasang buat colokan, semoga berguna dng baik"
,"2025-06-23 13:50 | Variasi: SC-732,3 METER","bagus , blm dicoba semoga berpuunggsi baik"
,"2023-07-01 12:36 | Variasi: SC-733,3 METER",Makasii ka sudah dtg paketannya berfungsi dengan baik .sudah dicoba
k*****3,"2026-03-31 13:40 | Variasi: SC-733 HITAM,1.5 METER",Terima kasih kakak paket sudah sampai dengan baek sesuai pesanan ..mantab berfungsi dengan baek.....
a*****3,"2025-04-30 15:21 | Variasi: SC-732,1.5 METER","Mantap, barang berfungsi dengan baik."
w*****_,"2025-10-23 18:49 | Variasi: SC-734,3 METER","BAGUS BANGET! barangnya sesuai, harganya murah poll, datengnya juga sat sett, bakal beli lagi sih di toko inii, recommended pokoknya!"
,"2026-02-19 19:36 | Variasi: SC-733,5 METER",Paket sudah sampai dengan aman dan selamat dan barang sesuai pesanan pokoknya kreeen dan berkualitas cocok untuk usaha dan seller nya amanah dan garcep
,"2025-12-05 13:38 | Variasi: SC-734,5 METER",
,"2025-06-11 22:13 | Variasi: SC-734,5 METER",
,"2026-02-01 07:09 | Variasi: SC-735,10 METER, SC-735,5 METER",
f*****4,"2025-11-13 05:20 | Variasi: SC-734,1.5 METER",Kabel stop kontaknya berfungsi dengan baik. Panjang sesuai dengan deskripsi. Thanx seller
,"2025-12-17 15:24 | Variasi: SC-733,3 METER","Alhamdulillah barang datang tepat waktu.
Pengemasan juga aman. Ini orderan kedua di toko ini.
Semoga tetap amanah.
Terima kasih seller dan Abang kurirnya."
a*****6,"2025-05-24 17:56 | Variasi: SC-733,3 METER",bagusss nyala kok
,"2026-01-29 16:01 | Variasi: SC-732,1.5 METER",Aku kira teh uda panjang ternyata masi kurang jadi harus beli lagi yang aga panjang but ini berfungsi dengan baik 👌 thanks
,"2025-07-12 17:03 | Variasi: SC-733,5 METER","Bagus barangnya,  sesuai harga dan deskripsi"
w*****_,"2026-04-11 12:07 | Variasi: SC-734,10 METER",
s*****4,"2025-12-24 07:59 | Variasi: SC-733,10 METER",
,"2026-02-14 06:52 | Variasi: SC-734,10 METER","Langsung dipake, berfungsi dengan baik...ga ada kendala mantap gan...lanngganan ini mah"
,"2025-05-06 22:16 | Variasi: SC-733,10 METER",Senang belanja disini ..
,"2025-12-19 19:43 | Variasi: SC-735,10 METER",Tukar lah sangat bagus suka .spk nya ramah dan sopan
,"2025-11-09 11:55 | Variasi: SC-735,5 METER, SC-732,1.5 METER",
,"2025-07-14 10:34 | Variasi: SC-733,3 METER","Paket sdh mendarat selamat, pengiriman cuma sehari udha sampe. Pengemasan nya juga rapih dan sangat aman, buble wrapnya sampe berlapis lapis. Pokonya top deh.. thanks seller"
m*****i,"2025-01-11 10:39 | Variasi: SC-733,10 METER","Paket diterima dengan baik, pengemasan aman, barang dalam keadaan dan kualitas bagus, terima kasih"
m*****e,"2025-07-10 00:28 | Variasi: SC-732,3 METER","Bagus sih lumayan kokoh, ga goyang2 kabelnya🫶🏻 semoga aja awet"
,"2025-12-22 19:20 | Variasi: SC-734,5 METER","Realpict.
Makasih seller, shopee sama aa kurir nya"
n*****r,"2026-04-05 18:00 | Variasi: SC-732 HITAM,5 METER",Sampai Bali dengan aman sesuai pesanan terimakasih
,"2024-11-10 13:34 | Variasi: SC-734,10 METER",berfungsi dengan baik....barangnya cepat sampenya....semoga aja awettt barangnya...makasih seller
n*****9,"2026-02-21 10:27 | Variasi: SC-734,5 METER",Pengiriman cepat barang nya bagus
a*****a,"2025-04-30 12:37 | Variasi: SC-732,1.5 METER, SC-733,5 METER",
,"2023-10-13 09:34 | Variasi: SC-734,5 METER","Semoga aweettttt, murah ketimbang beli di offline sihh"
,"2025-05-07 15:31 | Variasi: SC-734,3 METER",Alhamdulillah pengiriman cepat.. barang berfungsi dengan baik
a*****k,"2026-02-20 09:50 | Variasi: SC-732,1.5 METER","Barang sesuai pesanan
Packing baik tidak rusak
Barang kondisi baik
Sukses selalu
Trims"
,"2025-02-14 15:41 | Variasi: SC-733,5 METER",Ok siaappp
r*****e,"2025-10-17 16:51 | Variasi: SC-735,5 METER","Berfungsi dengan baik ya, oke juga, harganya murahhh, bagus"
,"2025-10-11 20:02 | Variasi: SC-734,5 METER","Nyobain beli di online, ternyata bagus. Mendarat dengan selamat tanpa cacat"
,"2025-12-13 15:04 | Variasi: SC-735,10 METER",
d*****5,"2025-07-29 13:13 | Variasi: SC-732,5 METER",
i*****i,"2026-01-01 15:36 | Variasi: SC-732,5 METER","Barangnya bagus berfungsi dengan baik, cepet nyampe juga."
m*****y,"2025-05-29 22:46 | Variasi: SC-732,3 METER",Sesuai ekspetasi
a*****t,"2025-05-17 18:13 | Variasi: SC-732,5 METER",pas sama ruangan
,"2026-02-16 15:57 | Variasi: SC-734,10 METER",The best pokoknya🫶🥰
z*****6,"2023-08-10 18:28 | Variasi: SC-735,1.5 METER",barang sudah sampai dan sesuai.. belum di coba . semoga awet dan berfungsi dengan baik..👍👍👍
,"2025-05-02 22:10 | Variasi: SC-734,5 METER, SC-735,5 METER",Paket sudah diterima dengan baik Alhamdulillah amanah seller nya good job
h*****c,"2026-02-26 08:40 | Variasi: SC-734 HITAM,5 METER","Barang sudah diterima, sesuai dengan pesanan (jumlah, variasi dan lain-lain) terimakasih seller."
,"2025-07-25 11:38 | Variasi: SC-734,3 METER","Memberikan kemudahan, cukup memuaskan untuk penggunaan sehari hati, barang sampai dengan baik"
r*****0,"2025-07-15 16:43 | Variasi: SC-735,10 METER",Produk sesuai pesanan. Kualitas pke. Harga oke. Pengemasan baik dan rapi. Terima kasih seller.
,"2025-03-31 13:45 | Variasi: SC-734,3 METER",nyala sih bagus
f*****8,"2024-01-19 17:22 | Variasi: SC-735,10 METER",Bagus tapi lubang kecil nya agak susah untuk charger saya masuk begitupun colokan setrika seperti ada yg menghambat
,"2025-08-26 19:37 | Variasi: SC-733,5 METER","paket sampai dengan baik
kualitas bagus
harga murah
sip
terima kasih kak"
s*****9,"2025-09-15 08:43 | Variasi: SC-735,5 METER",harga murah sangat cocok sesuai ekspetasi
,"2024-10-09 19:07 | Variasi: SC-733,3 METER",Langsung dipakai...good
,"2025-10-17 17:32 | Variasi: SC-733,1.5 METER","Bagian atas dan bawah untuk colokannya agak sempit, jadi agak susah."
,"2025-04-24 19:30 | Variasi: SC-735,5 METER",
,"2025-08-08 23:06 | Variasi: SC-732,1.5 METER",Udh kesekian kali belanja disini. Next order lagi
b*****s,"2024-03-03 20:29 | Variasi: SC-733,5 METER, SC-733,3 METER",
,"2026-03-19 17:22 | Variasi: SC-732,1.5 METER",pesanan sudah datang  dalam keadaan baik sesuai dengan yang di gambar
f*****1,"2025-09-09 10:20 | Variasi: SC-732,3 METER","Berfungsi sesuai kegunaannya, barang baik tidak lecet"
y*****a,"2025-04-28 21:22 | Variasi: SC-735,10 METER, SC-733,3 METER",Barang sampai dengan baik. Semua lubang berfungsi dengan baik. Pengirimannya juga aman dan tepat waktu. Terima kasiiii
,"2025-08-09 12:31 | Variasi: SC-734,10 METER","Pesanan sesuai dengan gambar, harga mumer, pengiriman cepat sekali, secara keseluruhan bagus dan baik, terimakasih 🙏🏻"
a*****t,"2025-05-29 09:35 | Variasi: SC-735,10 METER",
t*****0,"2025-07-28 06:02 | Variasi: SC-735,5 METER",
,"2025-07-14 21:44 | Variasi: SC-734,5 METER",
e*****p,"2025-05-04 14:04 | Variasi: SC-732,1.5 METER","Ini kali ke dua, murah, barang sampai dgn aman sentosa, dan langsung bisa dipakai tanpa kendala."
d*****o,"2025-09-08 16:39 | Variasi: SC-734,3 METER",pembelian sebelumbya rusak baru 3 bulan semoga yg ini aman
,"2025-09-08 17:32 | Variasi: SC-734,3 METER",Wahh baguss bangett gaesss rekomendeddeddddd🥰😘
,"2025-05-06 03:45 | Variasi: SC-734,5 METER",Cepat datangya respon cpt
,"2025-08-01 12:25 | Variasi: SC-734,5 METER","Bagus, sudah dicoba pakai untuk ngecas dan juga saklarnya kencang, tidak gampang salah pencet"
,"2026-03-06 17:42 | Variasi: SC-734 HITAM,1.5 METER","Sesuai pesanan, berfungsi dengan baik"
,"2025-08-13 20:16 | Variasi: SC-735,5 METER","beli kabel terminal gini ambil yg 5 meter dan 5 lubang. 

secara kualitas standar ya karena beli ini di harga gk sampe 30ribu

untuk beberapa kali pemakaian sperti biasa, nyolok kepala charger ada percikan api kecil, jadi bisa dibilang ni terminal ga ada pelindung arus."
,"2025-04-26 20:22 | Variasi: SC-735,5 METER","Alhamdulilah nyala stopkontaknya , pengiriman cepat"
n*****6,"2025-06-04 17:13 | Variasi: SC-732,3 METER",
d*****p,"2025-11-15 10:59 | Variasi: SC-735,5 METER",Paket sudah sampai sesuai dengan pesanan terimakasih
,"2024-04-05 15:36 | Variasi: SC-734,5 METER",
,"2026-02-04 21:32 | Variasi: SC-733,3 METER","Bagus, lubangnya ga longgar👍"
,"2025-07-23 16:16 | Variasi: SC-734,5 METER","Terminalblistrinya sangat kokoh, bagus sesuai deskripsi terimakasih reseller, tokonya amanah"
,"2025-10-13 14:23 | Variasi: SC-738 USB,10 METER","Sudah sesuai ekspetasi semoga awet,  terima kasih"
,"2024-12-13 09:17 | Variasi: SC-734,3 METER",Bagus banget ga longgar dan gaada percikan api pas kita nyolokin kabel nya
n*****p,"2025-10-05 05:47 | Variasi: SC-734,5 METER",Produk sesuai. Packing aman. Pengemasan dan pengiriman cepet.
h*****4,"2025-04-29 09:43 | Variasi: SC-735,3 METER","Trimakasih seller sekoga lancar rezkinya. Barahgnya bagus,  pengiriman cepat"
y*****p,"2025-07-07 21:26 | Variasi: SC-735,5 METER","Pengiriman sangat cepat . 1 hari nyampe. Pokoknya mantep deh
."
,"2026-01-30 20:56 | Variasi: SC-732,1.5 METER","Saya sangat suka dengan barang ini, tidak ada cacat dan sesuai pesanan pokoknya besttt. Pertahankan kualitas ya kak 😍✅"
d*****a,"2025-12-07 17:22 | Variasi: SC-734,3 METER",colokan dengan kabel panjang dan colokan banyak sanfat berguna  di rumah
a*****y,"2024-05-02 13:43 | Variasi: SC-734,3 METER",Semoga barang awet
,"2026-02-26 15:51 | Variasi: SC-734,10 METER","Alhamdulillah panjang pisan euy, cocok untuk manjangin doa doa yang terpranjat diantara amal yang makruh"
,"2026-03-06 20:22 | Variasi: SC-732,3 METER",Thanks 😇🙏
b*****t,"2025-07-16 07:13 | Variasi: SC-734,3 METER",
n*****h,"2025-05-17 20:49 | Variasi: SC-733,3 METER","Cepet banget sampe nya, kabel rolnya berfungsi dengan baik, mantap lahh"
p*****1,"2026-04-09 18:48 | Variasi: SC-732,1.5 METER",
f*****l,"2025-08-09 14:34 | Variasi: SC-733,10 METER",ga nyangka bagus bgtttttttt
,"2026-04-02 10:51 | Variasi: SC-733,3 METER","Alhamdulillah paket sudah datang, pengiriman cepat pangemasan setandart, paking rapih harga terjangkau, semoga awet, trmksh kurir trmksh kurir trmksh srller demoga amanah terus"
,"2025-11-13 11:47 | Variasi: SC-732,10 METER, SC-732,1.5 METER",Alhamdulillah barang telah sampai dan sesuai pemesanan terimakasih 🙏
p*****4,"2025-05-21 13:44 | Variasi: SC-734,5 METER",pengiriman cepat 2hri sampe barang bagus semoga awat ga mati
l*****l,"2025-12-05 09:08 | Variasi: SC-733,5 METER",
f*****o,"2026-02-07 09:50 | Variasi: SC-732,3 METER",Pesanan ke 4 terima kasih
n*****i,"2026-04-10 18:40 | Variasi: SC-734,1.5 METER","Affordable price & bery useful
 Thank you so much."
,"2025-04-28 01:22 | Variasi: SC-735,3 METER",Lumayan lah untuk harga segini recomended banget berfungsi normal tidak ada kerusakan
,"2025-02-27 22:27 | Variasi: SC-734,3 METER","Alhamdulillah barang datang dengan selamat, meskipun pengirimannya lama banget"
,"2025-12-13 17:04 | Variasi: SC-734,1.5 METER",pengiriman cepat mantap sekali dan berdungsi fdengam baik thank you
,"2024-04-15 14:14 | Variasi: SC-732,10 METER",Horeeee paket telah di terima dengan baik dan tepat waktu. Terima kasih seller 👍🙏
,"2026-01-04 19:40 | Variasi: SC-733,3 METER","Pengiriman aman dan cepet. Material standar sesuai harga.
Semoga awet"
,"2026-02-22 11:02 | Variasi: SC-735,10 METER",
a*****7,"2025-07-30 00:58 | Variasi: SC-733,3 METER",Sesuai ekspetasi dan gambar di aplikasi. Semua berfungsi baik
j*****w,"2026-03-06 10:36 | Variasi: SC-733 HITAM,3 METER, SC-733,3 METER",kualitas bagus sesuai harganya
a*****2,"2025-05-06 08:38 | Variasi: SC-734,3 METER",👍🏼👍🏼
,"2025-02-13 18:12 | Variasi: SC-734,5 METER, SC-734,10 METER",Sudah datang good
,"2025-05-10 13:25 | Variasi: SC-733,10 METER","Puas banget.
Beli yang 10M pas banget ukurannya.
Sudah terpasang di lapak es kelapa muda saya, jadi ga kepanasan lagi deh."
,"2025-09-15 11:43 | Variasi: SC-734,3 METER",
a*****6,"2025-07-16 15:45 | Variasi: SC-734,3 METER","Saya sdh beli utk yg ke 2 kalianya kabel 3 m di toko ini, dan dua²nya sangat memuaskan, sangat direkomendasikan utk belanja di toko ini"
,"2023-05-05 08:34 | Variasi: SC-734,5 METER",BagussS.
y*****5,"2026-01-13 13:21 | Variasi: SC-735,5 METER",
,"2024-01-31 17:50 | Variasi: SC-735,10 METER",semoga bermanfaat
,"2026-02-06 18:28 | Variasi: SC-732,3 METER","berfungsi dgn baik, lubang yg kiri agak susah dimasukan tp bisa klo agak diteken casnya  mungkin karena msih baru ya ka. htr nuhun"
,"2025-10-26 19:55 | Variasi: SC-735,10 METER","Masya Allah bagus  stok kontaknya.
Tebal dn kualitasnya"
,"2025-08-30 13:42 | Variasi: SC-735,5 METER, SC-735,3 METER",barang gurih
,"2025-07-16 20:17 | Variasi: SC-734,3 METER","Kemasan baik barang diterima baik tanpa rusak
Trm ksh"
c*****a,"2023-06-01 16:30 | Variasi: SC-735,5 METER","Colokannya kenceng bgt, pas coba dicolok satu satu susah bgt awal nyolokinnya. Dapet rekomen dari sodara, semoga awet."
,"2026-02-12 15:06 | Variasi: SC-733,1.5 METER","stop kontak nya kualitas nya bagus sekali kuat dan sangat cocok seperti yang di harapkan..
makasih om seller dan mas kurir nya 👍"
,"2026-03-01 14:10 | Variasi: SC-733,5 METER",mantep
s*****n,"2026-04-09 22:28 | Variasi: SC-733,5 METER",
s*****7,"2025-06-19 21:23 | Variasi: SC-733,3 METER, SC-732,3 METER","Sudah dicoba berfungsi dengan baik, panjang kabel sesuai permintaan, produknya diterima dengan sangat baik, packing aman dan abang kurir baik"
d*****1,"2025-04-02 16:15 | Variasi: SC-732,1.5 METER","Cepet bgt sampe nya pesen tanggal 1 April, Dateng nya tanggal 2 April sore, barang nya baik bisa di gunakan, btw terimakasih ya"
,"2025-05-17 05:19 | Variasi: SC-733,5 METER",
,"2025-06-21 04:47 | Variasi: SC-732,3 METER","Bagus sesuai,biar bintang yg berbicara"
8*****s,"2025-10-02 20:14 | Variasi: SC-734,5 METER, SC-733,5 METER",
,"2025-10-19 15:48 | Variasi: SC-735,5 METER","Pesanan sampai dalam kondisi yang baik dan sesuai dengan yang saya pesan, pengemasan sangat aman dan rapi serta pengiriman barang yang cepat membuat pesanan saya datang lebih cepat 😍"
,"2024-10-16 06:24 | Variasi: SC-735,10 METER",
,"2026-02-12 09:45 | Variasi: SC-733 HITAM,5 METER",Terimakasih paketnya sampai dengan selamat dan sesuai 👍
h*****i,"2025-12-15 21:16 | Variasi: SC-733,10 METER",Sudah di coba bisa dipakai semoga saja awet dan lama kalau awet pasti beli di sini lagi
,"2026-03-01 12:02 | Variasi: SC-734,1.5 METER","Paket pesanan udah saya terima stop kontaknya berpungsi dengan baik  , sesuai di poto panjangnya pas cukup kokoh pembelian yg ke 2x  terimakasih 👍"
,"2025-10-07 07:59 | Variasi: SC-733,5 METER","Packing aman
Pengiriman cepat
Sesuai dengan pesanan
Terimakasih seller
Semoga sukses selalu
Dan selalu amanah"
,"2025-04-27 13:37 | Variasi: SC-735,3 METER","Pengiriman cepat, pengemasan oke, kualitas barang juga baik!"
,"2025-05-11 12:48 | Variasi: SC-734,3 METER","Bagus berfungsi dengan baik, terimakasih seller"
,"2025-07-24 18:03 | Variasi: SC-733,3 METER",Terima kasih sesuai pesanan semoga amanah selalu seller..
d*****z,"2025-11-14 06:21 | Variasi: SC-734,3 METER",Terkirim sesuai pesanan
